2016-02-25
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,37,0,0
4,0,21,12,0
18,42,11,8,34
6,10,41,15,27
13,35,17,36,44
7,9,28,25,33
29,3,39,40,26
1,22,30,14,19
43,20,45,16,31
38,2,32,5,24
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,23,37
0,21,0,41,42
12,11,18,27,36
4,15,8,33,44
6,13,34,26,35
10,7,17,28,39
3,19,25,30,40
1,14,9,22,45
16,20,29,31,43
2,5,24,32,38
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23,0,0,12,0
4,0,21,8,0
18,42,11,15,34
6,10,41,36,27
13,35,17,25,44
7,9,28,40,33
29,3,39,14,26
43,22,30,16,19
38,20,32,5,24
45,1,31,37,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,23,0
0,11,18,41,42
0,15,8,27,36
12,13,34,33,44
4,7,17,26,35
6,19,25,28,39
10,14,9,30,40
3,20,29,22,43
16,5,24,32,38
1,2,31,37,45
