2014-06-29
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,0,43,10
0,0,24,16,4
0,17,40,26,8
6,12,42,35,37
34,45,19,7,21
44,31,27,22,36
20,39,29,9,28
13,33,38,32,11
14,18,23,25,5
30,2,15,41,3
0,0,0,0,0
0,17,0,0,0
0,6,0,0,0
0,12,0,0,0
0,16,0,0,0
0,10,0,0,44
0,26,0,0,45
1,20,0,34,40
4,7,0,43,42
8,21,0,24,37
19,27,31,35,39
22,13,36,29,33
9,11,28,32,38
5,14,18,23,25
2,3,15,30,41
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,10
0,17,24,1,4
6,12,42,43,8
34,45,19,26,37
44,31,27,35,21
20,39,29,7,28
13,33,38,22,11
14,18,23,9,5
30,2,15,32,3
36,16,41,40,25
0,0,0,0,0
0,17,0,0,0
0,6,0,0,0
0,12,0,0,0
0,10,0,0,0
0,26,0,0,0
1,20,0,34,0
4,7,0,43,44
8,21,0,24,45
19,27,0,35,42
22,13,31,29,37
9,11,28,32,39
5,14,18,23,33
2,3,15,30,38
16,25,36,40,41
