2020-05-27
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,0,0
0,23,0,0,0
0,30,0,0,0
3,31,0,0,0
7,20,45,14,22
24,25,37,44,28
8,4,2,27,11
12,38,41,15,29
19,6,43,10,39
13,9,35,40,18
42,16,34,36,5
32,33,17,26,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,0,0
0,7,22,0,0
3,14,23,0,30
11,27,31,0,44
4,10,15,0,45
2,25,20,28,38
8,24,29,37,41
6,12,40,35,43
9,13,19,18,39
5,16,34,36,42
1,17,26,32,33
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,0,0
0,23,0,0,0
0,30,0,0,0
3,31,0,0,22
7,20,0,14,28
24,25,45,44,11
12,4,37,27,29
19,6,41,10,39
13,9,35,40,18
42,16,34,36,5
32,33,17,26,1
15,8,43,38,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,0,0
0,7,0,0,0
0,14,22,0,0
0,27,23,0,0
3,10,31,0,30
11,25,20,28,44
4,24,29,37,45
6,12,40,35,41
9,13,19,18,39
5,16,34,36,42
1,17,26,32,33
2,8,15,38,43
